Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
EG10501	b3769	3952201	3952464	SMALLILVM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADG1'>P0ADG1</a>
EG12393	b3063	3208024	3209487	YGJE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39414'>P39414</a>
G6901	b1673	1751728	1753830	G6901-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76192'>P76192</a>
EG11467	b3820	4004230	4004697	EG11467-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADP2'>P0ADP2</a>
EG10965	b3648	3821428	3822051	GUANYL-KIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60546'>P60546</a>
EG30080	b3275	3423880	3426783	RRLD-RRNA	WELL-CHARACTERIZED	
G6751	b1440	1511654	1512799	YDCS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76108'>P76108</a>
EG12089	b2281	2395908	2396450	NUOI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFD6'>P0AFD6</a>
G6404	b0787	820793	821506	G6404-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75769'>P75769</a>
EG12242	b3515	3663890	3664618	EG12242-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P63201'>P63201</a>
EG12273	b3554	3718334	3719044	EG12273-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADK0'>P0ADK0</a>
G7990	b2169	2262365	2263495	MONOMER0-4306 // FRUB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69811'>P69811</a>
EG12007	b2126	2212959	2214644	MONOMER0-4457 // EG12007-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD14'>P0AD14</a>
G6365	b0662	695101	696276	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75728'>P75728</a>
EG11626	b0862	901534	902250	ARTQ-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE34'>P0AE34</a>
EG12359	b0719	752229	752795	EG12359-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37909'>P37909</a>
G6463	b0881	922913	923233	G6463-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8Q6'>P0A8Q6</a>
G6714	b1393	1457497	1458264	G6714-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76082'>P76082</a>
G6578	b1121	1180479	1181267	G6578-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75961'>P75961</a>
G7904	b4623			G7904-MONOMER		<a href='https://www.uniprot.org/uniprot/P39212'>P39212</a>
EG10980	b0727	761522	762739	SUCB-DIHYDROLIPOATE // SUCB-S-SUCCINYLDIHYDROLIPOATE // SUCB-LIPOATE // E2O-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFG6'>P0AFG6</a>
EG12053	b2195	2292407	2292964	EG12053-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA86'>P0AA86</a>
EG12397	b0944	1003947	1004657	EG12397-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P40876'>P40876</a>
G7145	b2146	2234033	2235271	G7145-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76440'>P76440</a>
EG10138	b3918	4109930	4110685	CDPDIGLYPYPHOSPHA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06282'>P06282</a>
G0-17046	b4800	4486105	4486155	MONOMER0-4514	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSH8'>P0DSH8</a>
EG12024	b2142	2231019	2231714	EG12024-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AD19'>P0AD19</a>
G6355	b0648	679508	680215	G6355-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77427'>P77427</a>
G6880	b1640	1718493	1719602	G6880-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77570'>P77570</a>
EG10261	b0593	624885	626060	ENTC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEJ2'>P0AEJ2</a>
EG10491	b4018	4222804	4223628	PD04099	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16528'>P16528</a>
EG10998	b0002	337	2799	ASPKINIHOMOSERDEHYDROGI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00561'>P00561</a>
EG11231	b1717	1799802	1799999	EG11231-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7Q1'>P0A7Q1</a>
EG11915	b3998	4198790	4199461	EG11915-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P68739'>P68739</a>
EG11371	b2560	2697915	2698550	EG11371-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD42'>P0AD42</a>
G6508	b0987	1049439	1049744	G6508-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75885'>P75885</a>
EG10871	b3985	4179996	4180493	EG10871-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7J3'>P0A7J3</a>
G7719	b3354	3484218	3484436	G7719-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P67624'>P67624</a>
G0-16730	b4735	754674	754781	MONOMER0-4412	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPN5'>P0DPN5</a>
G0-17016	b4770	922740	922814	MONOMER0-4482	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSE8'>P0DSE8</a>
G0-17041	b4795	3797772	3798014	MONOMER0-4509 // MONOMER0-4508	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSH3'>P0DSH3</a>
G7524	b2948	3092937	3093500	G7524-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8W5'>P0A8W5</a>
EG12104	b2173	2267829	2268815	EG12104-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33030'>P33030</a>
G0-8883	b4433	1923104	1923207	RYEB-RNA	WELL-CHARACTERIZED	
EG13161	b2364	2476694	2477629	PD00297	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46068'>P46068</a>
G6903	b1675	1754932	1755141	G6903-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACX5'>P0ACX5</a>
EG10003	b2413	2531463	2532224	EG10003-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6J3'>P0A6J3</a>
G6109	b0225	245961	246239	G6109-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47149'>Q47149</a>
EG11404	b1203	1256721	1257812	EG11404-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABU2'>P0ABU2</a>
EG10146	b1888	1973360	1975324	PROTEIN-CHEA // CHEA-SMALL	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07363-1'>P07363-1</a> // <a href='https://www.uniprot.org/uniprot/P07363-2'>P07363-2</a>
EG11701	b2066	2142307	2142948	UDK-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8F4'>P0A8F4</a>
EG11289	b2147	2235265	2236500	EG11289-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25889'>P25889</a>
G6309	b0554	577398	577613	G6309-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9R2'>P0A9R2</a>
G6820	b1546	1634310	1634885	G6820-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76155'>P76155</a>
G6545	b1039	1102152	1102541	G6545-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE95'>P0AE95</a>
G6541	b1035	1099640	1100194	G6541-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75915'>P75915</a>
G7702	b3324	3455578	3456393	G7702-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45757'>P45757</a>
G7839	b4158	4385704	4386018	G7839-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39284'>P39284</a>
G0-17018	b4772	1344647	1344775	MONOMER0-4484	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSF0'>P0DSF0</a>
EG10037	b2212	2308691	2309341	EG10037-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05050'>P05050</a>
EG11465	b3818	4002813	4003193	EG11465-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27843'>P27843</a>
G6151	b0280	295139	295579	G6151-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P71297'>P71297</a>
G6790	b1500	1583762	1583959	MONOMER0-2841	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76136'>P76136</a>
G6145	b0274	290649	291152	MONOMER0-4440	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF27'>P0CF27</a>
G0-17097	b4823	4568692	4568727	MONOMER0-4550	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DV22'>P0DV22</a>
G6890	b1650	1726659	1727756	G6890-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77258'>P77258</a>
G7597	b3074	3220915	3221247	G7597-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P42589'>P42589</a>
EG10154	b0826	864380	865129	EG10154-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P12282'>P12282</a>
EG10380	b3428	3564134	3566581	GLYCOPHOSPHORYL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC86'>P0AC86</a>
EG10175	b0340	359489	359959	CYANLY-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00816'>P00816</a>
EG10500	b0077	85630	87354	ACETOLACTSYNIII-ICHAIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00893'>P00893</a>
G6544	b1038	1101711	1102127	G6544-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE98'>P0AE98</a>
G7349	b2583	2719223	2719921	G7349-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47319'>Q47319</a>
G7852	b4189	4416441	4416770	G7852-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39297'>P39297</a>
EG10126	b3966	4163639	4165483	EG10126-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06129'>P06129</a>
G6519	b1008	1070365	1070955	G6519-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75894'>P75894</a>
EG11768	b0503	530132	531226	EG11768-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33667'>P33667</a>
G7291	b2461	2574978	2575457	G7291-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76556'>P76556</a>
G0-8913	b4447	3194721	3194865	C0730-RNA	PARTIAL	
G7494	b2875	3012614	3014239	G7494-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46808'>Q46808</a>
G7153	b2226	2328148	2329797	G7153-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76463'>P76463</a>
G6785	b1491	1567504	1568823	G6785-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64426'>P64426</a>
G6407	b0790	823736	824497	G6407-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAW1'>P0AAW1</a>
EG10194	b2751	2873992	2875419	CYSN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23845'>P23845</a>
EG11720	b3710	3891615	3892790	YIDY-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31462'>P31462</a>
G7475	b2855	2994460	2994903	G7475-MONOMER		<a href='https://www.uniprot.org/uniprot/Q46791'>Q46791</a>
EG10148	b1884	1968504	1969364	CHER-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07364'>P07364</a>
G7206	b2335	2451072	2451584	G7206-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76501'>P76501</a>
G7345	b2556	2689671	2691098	MONOMER0-4141 // G7345-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52101'>P52101</a>
EG10948	b1479	1553972	1555669	MALIC-NAD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P26616'>P26616</a>
EG10336	b2167	2259719	2261410	FRUA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P20966'>P20966</a>
G7529	b2953	3096383	3096673	G7529-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52060'>P52060</a>
EG11087	b0097	107705	108217	EG11087-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P62395'>P62395</a>
EG11169	b3062	3207371	3207976	TTDB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC35'>P0AC35</a>
G7182	b2275	2389116	2389964	G7182-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76486'>P76486</a>
EG10913	b3307	3446579	3446884	EG10913-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG59'>P0AG59</a>
G7515	b2915	3059381	3059611	G7515-MONOMER		<a href='https://www.uniprot.org/uniprot/P64562'>P64562</a>
EG11085	b0082	90094	91035	EG11085-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60390'>P60390</a>
G7156	b2229	2334336	2334959	G7156-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76466'>P76466</a>
G7722	b3369	3499448	3499615	G7722-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64627'>P64627</a>
EG10006	b4123	4347404	4348744	DCUB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABN9'>P0ABN9</a>
EG10911	b3342	3474178	3474552	EG10911-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7S3'>P0A7S3</a>
G6163	b0292	309358	310026	G6163-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77188'>P77188</a>
G6437	b0837	878742	879857	G6437-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75804'>P75804</a>
EG10739	b3825	4009170	4010192	EG10739-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07000'>P07000</a>
G6649	b1311	1373222	1374103	YCJO-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AFR7'>P0AFR7</a>
G6278	b0509	536586	537464	G6278-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77161'>P77161</a>
EG10667	b3982	4177743	4178288	EG10667-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AFG0'>P0AFG0</a>
EG10741	b4235	4457959	4459311	EG10741-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFK0'>P0AFK0</a>
EG10685	b3258	3407607	3409058	PANF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16256'>P16256</a>
EG11594	b0629	660425	661378	EG11594-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P30979'>P30979</a>
EG11618	b2079	2164276	2164998	PHOSPHO-BAER // BAER-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69228'>P69228</a>
G7898	b4575	4499593	4500791	G7898-MONOMER		<a href='https://www.uniprot.org/uniprot/P39349'>P39349</a>
EG12146	b3205	3347115	3347969	EG12146-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A894'>P0A894</a>
EG11071	b2894	3038847	3039743	EG11071-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8P8'>P0A8P8</a>
G6819	b1545	1633622	1634212	G6819-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77170'>P77170</a>
EG30019	b2692	2818059	2818135	argZ-tRNA	WELL-CHARACTERIZED	
EG11788	b2052	2126225	2127190	FCL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32055'>P32055</a>
EG11785	b2577	2714439	2715320	EG11785-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33634'>P33634</a>
EG11894	b2012	2084226	2084453	EG11894-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33014'>P33014</a>
G6447	b0853	892957	893433	G6447-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAY6'>P0AAY6</a>
EG11421	b0338	357791	358690	PD00291	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27111'>P27111</a>
EG10267	b3266	3415033	3418137	ACRF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24181'>P24181</a>
G7007	b1834	1917510	1920143	G7007-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76272'>P76272</a>
EG10647	b1467	1537309	1538853	NARY-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P19318'>P19318</a>
EG12139	b2555	2688793	2689506	EG12139-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD44'>P0AD44</a>
EG11954	b4082	4303078	4304109	EG11954-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32716'>P32716</a>
G7430	b2760	2882630	2884138	G7430-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46901'>Q46901</a>
G7170	b2257	2370908	2372560	G7170-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76473'>P76473</a>
EG10349	b2802	2935584	2937359	FUCISOM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69922'>P69922</a>
G7485	b2866	3000345	3002603	G7485-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46799'>Q46799</a>
G6622	b1193	1243180	1243791	G6622-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C960'>P0C960</a>
EG10140	b1738	1821299	1821619	CELA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69795'>P69795</a>
G6869	b1625	1704949	1705164	G6869-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P64467'>P64467</a>
EG10370	b2515	2640686	2641804	EG10370-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P62620'>P62620</a>
EG10130	b1270	1327767	1328357	COBALADENOSYLTRANS-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9H5'>P0A9H5</a>
EG10934	b0722	755560	755907	SDH-MEMB2	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC44'>P0AC44</a>
EG12342	b4385	4621769	4623100	MONOMER0-4564 // EG12342-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39410'>P39410</a>
G6320	b0572	595600	596973	G6320-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77211'>P77211</a>
G6628	b1201	1251066	1252985	G6628-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76016'>P76016</a>
G7548	b2982	3130214	3131194	MONOMER0-4239	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0CE56'>P0CE56</a>
EG10079	b0754	785633	786685	AROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB91'>P0AB91</a>
G0-9121	b4539	2089211	2089465	MONOMER0-1041	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69348'>P69348</a>
EG30091	b3272	3423423	3423542	RRFF-RRNA	WELL-CHARACTERIZED	
EG12259	b3532	3690268	3692607	EG12259-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37652'>P37652</a>
G7924	b4327	4557378	4558289	G7924-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39376'>P39376</a>
G0-8898		1230629	1230707			
G7487	b2868	3003489	3003968	G7487-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46801'>Q46801</a>
G6313	b0558	579184	579594	G6313-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77598'>P77598</a>
G6506	b0985	1047945	1048691	G6506-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75883'>P75883</a>
EG11247	b2785	2913699	2915000	EG11247-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P55135'>P55135</a>
G6362	b0659	691874	692341	G6362-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A898'>P0A898</a>
G7011	b1838	1922313	1922969	G7011-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P55798'>P55798</a>
G6293	b0533	562336	563319	G6293-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75715'>P75715</a>
G6351	b0644	675570	676547	G6351-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77234'>P77234</a>
M015	b2539	2670390	2670908	HCAA2-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47140'>Q47140</a>
G6476	b0934	994041	994832	YCBM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75851'>P75851</a>
G7596	b3073	3219494	3220873	G7596-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42588'>P42588</a>
EG10374	b3447	3585081	3586823	MONOMER0-4195 // MONOMER0-4196 // EG10374-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P18956'>P18956</a>
